node_id,node_type,name,canonical_name,properties_json,source,confidence,updated_at
concept:金融体系差异,concept,金融体系差异,金融体系差异,"{""description"": ""金融体系差异指中华人民共和国与香港之间在金融市场、监管等方面的不同。"", ""source_id"": ""doc-bbbb32529f902c38e6fcea699979689e-chunk-000"", ""file_path"": ""evidence:02513:d2b44ba8ea4d1c7b.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.770985
concept:经济体系差异,concept,经济体系差异,经济体系差异,"{""description"": ""经济体系差异指中华人民共和国与香港之间在经济体制、市场规则等方面的不同。"", ""source_id"": ""doc-bbbb32529f902c38e6fcea699979689e-chunk-000"", ""file_path"": ""evidence:02513:d2b44ba8ea4d1c7b.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.770985
concept:法律体系差异,concept,法律体系差异,法律体系差异,"{""description"": ""法律体系差异指中华人民共和国与香港之间在法律规范、司法制度等方面的不同。"", ""source_id"": ""doc-bbbb32529f902c38e6fcea699979689e-chunk-000"", ""file_path"": ""evidence:02513:d2b44ba8ea4d1c7b.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.770985
method:技术划线测量,method,技术划线测量,技术划线测量,"{""description"": ""技术划线测量是一种技术分析方法，数据分析软件偏重于此功能而缺乏其他投资所需的功能。"", ""source_id"": ""doc-f2cf379daa921290ffc504fa5ea785c6-chunk-000"", ""file_path"": ""evidence:02513:9ca2448e1b8b07c0.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.770985
artifact:数据分析软件,artifact,数据分析软件,数据分析软件,"{""description"": ""用户评论中提及的免费及付费数据分析软件，存在功能过多或过偏的问题。"", ""source_id"": ""doc-f2cf379daa921290ffc504fa5ea785c6-chunk-000"", ""file_path"": ""evidence:02513:9ca2448e1b8b07c0.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.770985
concept:投资,concept,投资,投资,"{""description"": ""投资是数据分析软件所服务的领域，但软件在投资所需功能上存在不足。"", ""source_id"": ""doc-f2cf379daa921290ffc504fa5ea785c6-chunk-000"", ""file_path"": ""evidence:02513:9ca2448e1b8b07c0.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.770985
concept:大语言模型,concept,大语言模型,大语言模型,"{""description"": ""大语言模型是一种基于大规模参数和训练数据的人工智能模型类型，擅长理解和生成自然语言文本。"", ""source_id"": ""doc-d9bbf73932d18eeffb95e83597295fa0-chunk-000"", ""file_path"": ""evidence:02513:1fee14579342d00b.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.770985
concept:企业AI化,concept,企业AI化,企业AI化,"{""description"": ""企业AI化指企业引入人工智能进行转型升级，本文为这一过程提供启示。"", ""source_id"": ""doc-28d04bfb177a8df8436828b9a7314fd4-chunk-000"", ""file_path"": ""evidence:02513:188bbc6c85b01d0b.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.770985
content:智谱：2025年全年总收入7.24亿元，同比增长131.9% | 科技 ...,content,智谱：2025年全年总收入7.24亿元，同比增长131.9% | 科技 ...,智谱：2025年全年总收入7.24亿元，同比增长131.9% | 科技 ...,"{""description"": ""这是一篇关于智谱AI 2025年收入增长的分析文章，发布在zgeo.com.cn，为高管和营销负责人提供决策参考。"", ""source_id"": ""doc-28d04bfb177a8df8436828b9a7314fd4-chunk-000"", ""file_path"": ""evidence:02513:188bbc6c85b01d0b.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.770985
location:中华人民共和国,location,中华人民共和国,中华人民共和国,"{""description"": ""中华人民共和国是《生成式人工智能服务管理暂行办法》的制定和施行主体。<SEP>中华人民共和国是中国内地，法律、经济和金融体系与香港存在差异。"", ""source_id"": ""doc-d9bbf73932d18eeffb95e83597295fa0-chunk-000<SEP>doc-bbbb32529f902c38e6fcea699979689e-chunk-000"", ""file_path"": ""evidence:02513:1fee14579342d00b.txt<SEP>evidence:02513:d2b44ba8ea4d1c7b.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.770985
location:香港,location,香港,香港,"{""description"": ""香港是02513股票代码对应的上市市场所在地。<SEP>香港是亚洲金融中心，市场缩写为HK，是智谱的上市地点。<SEP>香港是特别行政区，拥有与中国内地不同的法律、经济和金融体系。"", ""source_id"": ""doc-cd9f6b7513e5ea92692e58c69cbd8c42-chunk-000<SEP>doc-f8b78a46366375f3314cee16510bc31b-chunk-000<SEP>doc-bbbb32529f902c38e6fcea699979689e-chunk-000"", ""file_path"": ""evidence:02513:44325e49aa486440.txt<SEP>evidence:02513:7cfbd96da05cf3fb.txt<SEP>evidence:02513:d2b44ba8ea4d1c7b.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.770985
concept:价值派,concept,价值派,价值派,"{""description"": ""价值派是数据分析软件需要兼顾的一类用户群体，以价值分析为投资依据。"", ""source_id"": ""doc-f2cf379daa921290ffc504fa5ea785c6-chunk-000"", ""file_path"": ""evidence:02513:9ca2448e1b8b07c0.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.770985
data:研发投入,data,研发投入,研发投入,"{""description"": ""智谱的研发投入数据，分别为2022年8440万元、2023年5.289亿元、2024年21.954亿元、2025年上半年15.947亿元，累计约44亿元，是导致净亏损的主要原因。"", ""source_id"": ""doc-3bc59d9dd7efdabb5e96d649b2cf7029-chunk-000"", ""file_path"": ""evidence:02513:5ba523278dfb38a4.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.770985
data:经调整净亏损,data,经调整净亏损,经调整净亏损,"{""description"": ""智谱的经调整净亏损数据，分别为2022年9740万元、2023年6.21亿元、2024年24.656亿元、2025年上半年17.52亿元，亏损主要原因在于巨额的研发投入。"", ""source_id"": ""doc-3bc59d9dd7efdabb5e96d649b2cf7029-chunk-000"", ""file_path"": ""evidence:02513:5ba523278dfb38a4.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.770985
other:IPO,other,IPO,IPO,"{""description"": ""首次公开募股，智谱正处于上市筹备阶段，组织架构调整是这一阶段的常见动作。"", ""source_id"": ""doc-5647361f6bedcbde814a2fb73eeb0c1a-chunk-000"", ""file_path"": ""evidence:02513:70badf3159f93488.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.770985
content:前瞻眼,content,前瞻眼,前瞻眼,"{""description"": ""一个提供沪深A股、新三板、港股美股财务报表分析对比的网站或平台，隶属于深圳前瞻资讯股份有限公司。"", ""source_id"": ""doc-06c43f61bb1289107460546360de1b17-chunk-000"", ""file_path"": ""evidence:02513:201b1a4e5b38aee0.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.770985
content:智谱(02513.HK)_沪深A股_新三板_港股美股_财务报表完整分析对比_财务报告查询-前瞻眼,content,智谱(02513.HK)_沪深A股_新三板_港股美股_财务报表完整分析对比_财务报告查询-前瞻眼,智谱(02513.HK)_沪深A股_新三板_港股美股_财务报表完整分析对比_财务报告查询-前瞻眼,"{""description"": ""该网页的完整标题，指示页面提供02513.HK智谱公司的财务报表完整分析对比与财务报告查询服务，来源为前瞻眼平台。"", ""source_id"": ""doc-06c43f61bb1289107460546360de1b17-chunk-000"", ""file_path"": ""evidence:02513:201b1a4e5b38aee0.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.770985
evidence_chunk:8986dfcafb13,evidence_chunk,evidence:02513:9ca2448e1b8b07c0.txt,evidence:02513:9ca2448e1b8b07c0.txt,"{""content"": ""STOCK_CODE: 02513\nMARKET: HK\nALIASES: 02513; 智谱\nSOURCE: source_aware_search\nTITLE: query=02513.HK 智谱 company profile business segments annual report; rank=2; title=智谱(02513)公司概况\nURL: https://www.lixinger.com/equity/company/detail/hk/02513/2513/profile\nFETCHED_AT: 2026-06-06T08:59:12.865099\n\nSUMMARY:\nrank=2; engine=brave; score=1.0; url=https://www.lixinger.com/equity/company/detail/hk/02513/2513/profile; hash=757d081023b8886d; snippet=“用过很多免费及付费数据分析软件，主要问题有两个：一是功能过多，不得不兼顾技术派、消息派、价值派等用户的需要，把整个软件做的庞杂冗余，二是功能过偏，仅仅为技术划线测量使用，缺少太多投资中需要的重...\n\nRAW_TEXT:\n“用过很多免费及付费数据分析软件，主要问题有两个：一是功能过多，不得不兼顾技术派、消息派、价值派等用户的需要，把整个软件做的庞杂冗余，二是功能过偏，仅仅为技术划线测量使用，缺少太多投资中需要的重..."", ""file_path"": ""evidence:02513:9ca2448e1b8b07c0.txt""}",lightrag_graph,0.65,2026-06-06T16:52:07.770985
evidence_chunk:61db2acc044d,evidence_chunk,evidence:02513:79fc2bd415a0b425.txt,evidence:02513:79fc2bd415a0b425.txt,"{""content"": ""STOCK_CODE: 02513\nMARKET: HK\nALIASES: 02513; 智谱\nSOURCE: source_aware_search\nTITLE: query=智谱 智谱 新闻 合作 客户 收入; rank=5; title=智谱首份财报：2025年营收翻倍至7亿，亏损47亿，大模型 ...\nURL: https://www.163.com/tech/article/KPCPLQK100098IEO.html\nFETCHED_AT: 2026-06-06T08:59:17.057779\n\nSUMMARY:\nrank=5; engine=duckduckgo; score=0.2; url=https://www.163.com/tech/article/KPCPLQK100098IEO.html; hash=efafe30406fafa1e; snippet=智谱的优势在于，企业收入盘子更大，国内B端商业化更扎实；MiniMax的优势则在于，海外化更强，产品化特征更明显。 也就是说，智谱更像是在走\""企业级AI基础设施\""路线，而MiniMax更像是在走\""全球AI产品公司\""路线。 这背后也反映出整个行业的变化。\n\nRAW_TEXT:\n智谱的优势在于，企业收入盘子更大，国内B端商业化更扎实；MiniMax的优势则在于，海外化更强，产品化特征更明显。 也就是说，智谱更像是在走\""企业级AI基础设施\""路线，而MiniMax更像是在走\""全球AI产品公司\""路线。 这背后也反映出整个行业的变化。"", ""file_path"": ""evidence:02513:79fc2bd415a0b425.txt""}",lightrag_graph,0.65,2026-06-06T16:52:07.770985
evidence_chunk:6c334d3d45df,evidence_chunk,evidence:02513:70badf3159f93488.txt,evidence:02513:70badf3159f93488.txt,"{""content"": ""STOCK_CODE: 02513\nMARKET: HK\nALIASES: 02513; 智谱\nSOURCE: source_aware_search\nTITLE: query=智谱 智谱 官方 产品 技术 业务; rank=4; title=智谱\""瘦身\""，AI公司的商业化大考_腾讯新闻\nURL: https://news.qq.com/rain/a/20251021A074N300\nFETCHED_AT: 2026-06-06T08:59:13.764775\n\nSUMMARY:\nrank=4; engine=duckduckgo; score=0.25; url=https://news.qq.com/rain/a/20251021A074N300; hash=eb371d23026be7c2; snippet=对此，智谱方面回应光锥智能表示，网上传言的大规模裁员不符合事实，公司产品和研发部门运转正常，此次是基于公司战略目标的人员调整，涉及十余人。 智谱近期在其官方公众号发布的招聘帖显示，包括多模态生成算法工程师、推理优化工程师、产品和业务团队在内的近50个岗位待招。 对于一家即将IPO的公司来说，组织架构调整都是一个不意外的选择。 智谱的组织结构调整，释放出的是这家公司对于商业化方向的思考和改变。 与其说是智谱的个案，不如说是中国大模型行业在技术狂飙突进，与商业化落地曲折中前行的缩影。 如今， 智谱正在试图从AI 1.0时代的定制化阴影中快速转变，试图跑通属于AI 2.0时代的轻交付、标准化合作模式，能不能走通，是影响智谱未来估值的关键。\n\nRAW_TEXT:\n对此，智谱方面回应光锥智能表示，网上传言的大规模裁员不符合事实，公司产品和研发部门运转正常，此次是基于公司战略目标的人员调整，涉及十余人。 智谱近期在其官方公众号发布的招聘帖显示，包括多模态生成算法工程师、推理优化工程师、产品和业务团队在内的近50个岗位待招。 对于一家即将IPO的公司来说，组织架构调整都是一个不意外的选择。 智谱的组织结构调整，释放出的是这家公司对于商业化方向的思考和改变。 与其说是智谱的个案，不如说是中国大模型行业在技术狂飙突进，与商业化落地曲折中前行的缩影。 如今， 智谱正在试图从AI 1.0时代的定制化阴影中快速转变，试图跑通属于AI 2.0时代的轻交付、标准化合作模式，能不能走通"", ""file_path"": ""evidence:02513:70badf3159f93488.txt""}",lightrag_graph,0.65,2026-06-06T16:52:07.770985
entity:长时程智能体协作,entity,长时程智能体协作,长时程智能体协作,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.772978
entity:智能体能力,entity,智能体能力,智能体能力,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.772978
technology:Vibe Coding,technology,Vibe Coding,Vibe Coding,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.772978
entity:生成式人工智能服务管理暂行办法,entity,生成式人工智能服务管理暂行办法,生成式人工智能服务管理暂行办法,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.772978
entity:智谱首份财报,entity,智谱首份财报,智谱首份财报,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.772978
product:智谱大模型开放平台,product,智谱大模型开放平台,智谱大模型开放平台,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.772978
entity:中国前十大互联网公司,entity,中国前十大互联网公司,中国前十大互联网公司,"{""materialized_from_edge"": true}",lightrag_graph,0.58,2026-06-06T16:52:07.772978
stock:02513,stock,02513,02513,"{""market"": ""HK""}",lightrag_graph,1.0,2026-06-06T16:52:07.787179
concept:ARC Capabilities,concept,ARC Capabilities,ARC Capabilities,"{""description"": ""ARC(Agentic, Reasoning, and Coding)能力是GLM-5前代模型所具备的核心能力。"", ""source_id"": ""doc-b4e38788f6345e577d0544273756e626-chunk-000"", ""file_path"": ""evidence:02513:a2199ad093dcd419.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
artifact:GLM-5家族,artifact,GLM-5家族,GLM-5家族,"{""description"": ""GLM-5家族是智谱AI在2026年推出的以智能体工程为导向的新一代模型系列，体现了从语言建模到智能体的转型。<SEP>GLM-5家族是智谱AI于2026年推出的以智能体工程为导向的模型系列，代表了端到端智能体转型的最新成果。"", ""source_id"": ""doc-40d998d2ad3776bfa02b8cc39ceaa073-chunk-000<SEP>doc-68acb4bb9d5b8bf722b114092a63d02d-chunk-000"", ""file_path"": ""evidence:02513:80a6e2b94201e945.txt<SEP>evidence:02513:edc4e3bef28dd82e.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
content:arXiv论文2602.15763,content,arXiv论文2602.15763,arXiv论文2602.15763,"{""description"": ""arXiv论文2602.15763介绍了GLM-5模型。"", ""source_id"": ""doc-b4e38788f6345e577d0544273756e626-chunk-000"", ""file_path"": ""evidence:02513:a2199ad093dcd419.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
organization:智谱AI,organization,智谱AI,智谱AI,"{""description"": ""智谱AI是开发GLM-5模型的人工智能公司。<SEP>智谱AI(Zhipu AI)是一家人工智能公司，于2026年上市后更名为Z.ai，以GLM架构为核心构建了庞大技术体系，在MoE架构优化、推理思维对齐、长时程智能体协作等领域贡献了标志性成果。<SEP>智谱AI，全称为北京智谱华章科技有限公司，是一家基于全自研基座大模型构建AIGC模型产品矩阵的公司。<SEP>智谱AI是一家国内大模型初创公司，2025年总收入达7.24亿元，反映了AI技术商业化加速趋势。<SEP>智谱AI(Zhipu AI)是一家人工智能公司，于2026年上市后更名为Z.ai，依托深厚的学术积淀和工程能力，构建了以GLM架构为核心的技术体系，并在MoE架构优化、推理思维对齐、长时程智能体协作等领域贡献了标志性成果。"", ""source_id"": ""doc-93950896a6b0ceeaf6354962d9632b74-chunk-000<SEP>doc-40d998d2ad3776bfa02b8cc39ceaa073-chunk-000<SEP>doc-0326400fcdf73fe5cdbd8616c1a23e13-chunk-000<SEP>doc-28d04bfb177a8df8436828b9a7314fd4-chunk-000<SEP>doc-68acb4bb9d5b8bf722b114092a63d02d-chunk-000"", ""file_path"": ""evidence:02513:4a23a57f0cd55f15.txt<SEP>evidence:02513:80a6e2b94201e945.txt<SEP>evidence:02513:d9f141da7ec3f385.txt<SEP>evidence:02513:188bbc6c85b01d0b.txt<SEP>evidence:02513:edc4e3bef28dd82e.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
artifact:GLM-5,artifact,GLM-5,GLM-5,"{""description"": ""GLM-5是智谱AI开发的第五代大语言模型，拥有7450亿参数、440亿激活的混合专家架构、200K上下文窗口，具备智能体能力，支持创意写作、编程和推理，并以开源方式发布。<SEP>GLM-5是下一代基础模型，设计目标是将vibe coding范式转变为agentic engineering，并采用DSA以显著降低训练和推理成本，同时保持长上下文保真度。"", ""source_id"": ""doc-93950896a6b0ceeaf6354962d9632b74-chunk-000<SEP>doc-b4e38788f6345e577d0544273756e626-chunk-000"", ""file_path"": ""evidence:02513:4a23a57f0cd55f15.txt<SEP>evidence:02513:a2199ad093dcd419.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
organization:智谱,organization,智谱,智谱,"{""description"": ""智谱是一家专注于人工智能领域的公司，已在香港交易所成功上市，股票代码为02513.HK。根据公开资料，该公司在上市前曾积极筹备，目标成为“全球大模型第一股”，并于2025年公布了上市后的首份财务报告，进一步巩固了其在资本市场的地位。公司CEO张鹏在媒体沟通会上就商业化等议题进行了回应。\n\n在产品与技术层面，智谱构建了涵盖智能体模型、代码模型和模型即服务（MaaS）平台的产品体系。公司于2023年推出了大语言模型“智谱清言”，随后在2024年陆续发布了新一代大模型GLM-4和GLM-4-Plus。此外，智谱还开发了CodeGeeX智能编程助手，并与英特尔等伙伴合作，不断拓展其智能生态系统，致力于将认知智能技术与行业应用深度融合。\n\n在商业化方面，智谱通过较大的企业收入规模，在国内B端市场奠定了扎实的基础，展现出较强的企业服务能力。其核心优势在于能将前沿的大模型技术与产业需求紧密结合，为客户提供从底层模型到上层应用的完整解决方案。近期，公司进行了一系列组织架构调整，积极推动商业化转型，其发展历程被视为中国大模型行业演进的一个缩影。此外，智谱的公司信息及股票数据也被新浪财经、同花顺等金融平台收录和提供。<SEP>智谱是一家在香港上市的公司，股票代码为02513，出现在针对其年报和招股书的搜索查询中。<SEP>“智谱”是北京智谱华章科技股份有限公司的简称，用于股票别名及日常称呼。<SEP>智谱是一家中国内地注册并在香港上市的公司，全称为Knowledge Atlas Technology Joint Stock Company Limited，股票代码02513。"", ""source_id"": ""doc-7b78a94bf9c700343fdb8338229d6b4c-chunk-000<SEP>doc-17b32dcf7738724991c2f427a0eff142-chunk-000<SEP>doc-3bc59d9dd7efdabb5e96d649b2cf7029-chunk-000<SEP>doc-1e6e26cb9f67d6b1abacdcbf1a3612ef-chunk-000<SEP>doc-4af6bd61e79109ab6732460c02dcbbee-chunk-000<SEP>doc-b4e38788f6345e577d0544273756e626-chunk-000<SEP>doc-d9bbf73932d18eeffb95e83597295fa0-chunk-000<SEP>doc-9da4919957dc304f45e11a62041e9d1c-chunk-000<SEP>doc-5647361f6bedcbde814a2fb73eeb0c1a-chunk-000<SEP>doc-159c33f0d797fd0894851a411359df00-chunk-000<SEP>doc-676b8171863c25e934e20e27b2e393f0-chunk-000<SEP>doc-06c43f61bb1289107460546360de1b17-chunk-000<SEP>doc-0fb260a7589d7c16c051233370004b49-chunk-000<SEP>doc-cb24584fb61d6a7f609e40760cae9f51-chunk-000<SEP>doc-cd9f6b7513e5ea92692e58c69cbd8c42-chunk-000<SEP>doc-f8b78a46366375f3314cee16510bc31b-chunk-000<SEP>doc-e6bb9546f62c7e78cec5f84032400abb-chunk-000<SEP>doc-bbbb32529f902c38e6fcea699979689e-chunk-000"", ""file_path"": ""evidence:02513:89cf45718fedf981.txt<SEP>evidence:02513:5b66659d0e278f6c.txt<SEP>evidence:02513:5ba523278dfb38a4.txt<SEP>evidence:02513:79fc2bd415a0b425.txt<SEP>evidence:02513:3a2946fdc6d7525b.txt<SEP>evidence:02513:a2199ad093dcd419.txt<SEP>evidence:02513:1fee14579342d00b.txt<SEP>evidence:02513:434e5b846052be06.txt<SEP>evidence:02513:70badf3159f93488.txt<SEP>evidence:02513:9bd8dcc71aea1308.txt<SEP>evidence:02513:2315e55978c3764d.txt<SEP>evidence:02513:201b1a4e5b38aee0.txt<SEP>evidence:02513:ed017f7b8f3c38b0.txt<SEP>evidence:02513:3925dd1fcacc0749.txt<SEP>evidence:02513:44325e49aa486440.txt<SEP>evidence:02513:7cfbd96da05cf3fb.txt<SEP>evidence:02513:23901e2bb2ed06e1.txt<SEP>evidence:02513:d2b44ba8ea4d1c7b.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
method:DSA,method,DSA,DSA,"{""description"": ""DSA是一种被GLM-5采用的技术，用于降低训练和推理成本并保持长上下文保真度。"", ""source_id"": ""doc-b4e38788f6345e577d0544273756e626-chunk-000"", ""file_path"": ""evidence:02513:a2199ad093dcd419.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
artifact:模型微调、部署及智能体开发集成工具,artifact,模型微调、部署及智能体开发集成工具,模型微调、部署及智能体开发集成工具,"{""description"": ""这是一个集成工具集，用于模型的微调、部署以及智能体应用的开发。"", ""source_id"": ""doc-7b78a94bf9c700343fdb8338229d6b4c-chunk-000"", ""file_path"": ""evidence:02513:89cf45718fedf981.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
data:备案号Beijing-ChatGLM-20230821,data,备案号Beijing-ChatGLM-20230821,备案号Beijing-ChatGLM-20230821,"{""description"": ""备案号Beijing-ChatGLM-20230821是智谱清言通过生成式人工智能服务管理备案的官方标识。"", ""source_id"": ""doc-d9bbf73932d18eeffb95e83597295fa0-chunk-000"", ""file_path"": ""evidence:02513:1fee14579342d00b.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
method:智能体模型,method,智能体模型,智能体模型,"{""description"": ""智能体模型是智谱提供的一种用于构建智能体应用的人工智能模型。"", ""source_id"": ""doc-7b78a94bf9c700343fdb8338229d6b4c-chunk-000"", ""file_path"": ""evidence:02513:89cf45718fedf981.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
artifact:GLM-5 Predecessor,artifact,GLM-5 Predecessor,GLM-5 Predecessor,"{""description"": ""GLM-5的前代模型，具备agentic、reasoning和coding能力，是GLM-5构建的基础。"", ""source_id"": ""doc-b4e38788f6345e577d0544273756e626-chunk-000"", ""file_path"": ""evidence:02513:a2199ad093dcd419.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
artifact:LLM模型,artifact,LLM模型,LLM模型,"{""description"": ""LLM模型是智谱大模型开放平台研发的多款大语言模型产品。"", ""source_id"": ""doc-676b8171863c25e934e20e27b2e393f0-chunk-000"", ""file_path"": ""evidence:02513:2315e55978c3764d.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
artifact:GLM-4-Plus,artifact,GLM-4-Plus,GLM-4-Plus,"{""description"": ""GLM-4-Plus是智谱于2024年发布的另一款大模型软件。"", ""source_id"": ""doc-d9bbf73932d18eeffb95e83597295fa0-chunk-000"", ""file_path"": ""evidence:02513:1fee14579342d00b.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
other:智谱大模型开放平台,other,智谱大模型开放平台,智谱大模型开放平台,"{""description"": ""智谱大模型开放平台是智谱公司开发的新一代国产自主通用AI大模型开放平台，提供LLM模型和多模态视觉模型，是国内排名前列的大模型网站。"", ""source_id"": ""doc-676b8171863c25e934e20e27b2e393f0-chunk-000"", ""file_path"": ""evidence:02513:2315e55978c3764d.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
artifact:GLM-4,artifact,GLM-4,GLM-4,"{""description"": ""GLM-4是智谱于2024年发布的大模型软件。"", ""source_id"": ""doc-d9bbf73932d18eeffb95e83597295fa0-chunk-000"", ""file_path"": ""evidence:02513:1fee14579342d00b.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
method:AI开发新模式,method,AI开发新模式,AI开发新模式,"{""description"": ""AI开发新模式是智谱大模型开放平台致力于构建的更高精度、高效率、通用化的AI开发模式。"", ""source_id"": ""doc-676b8171863c25e934e20e27b2e393f0-chunk-000"", ""file_path"": ""evidence:02513:2315e55978c3764d.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
concept:Agentic Engineering,concept,Agentic Engineering,Agentic Engineering,"{""description"": ""Agentic Engineering是GLM-5希望实现的下一代工程范式。"", ""source_id"": ""doc-b4e38788f6345e577d0544273756e626-chunk-000"", ""file_path"": ""evidence:02513:a2199ad093dcd419.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
artifact:多模态视觉模型,artifact,多模态视觉模型,多模态视觉模型,"{""description"": ""多模态视觉模型是智谱大模型开放平台研发的多模态视觉模型产品。"", ""source_id"": ""doc-676b8171863c25e934e20e27b2e393f0-chunk-000"", ""file_path"": ""evidence:02513:2315e55978c3764d.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
artifact:GLM-130B,artifact,GLM-130B,GLM-130B,"{""description"": ""GLM-130B是智谱AI于2022年发布的双语稠密模型，标志着公司在大模型领域的破局。<SEP>GLM-130B是智谱AI于2022年发布的双语稠密模型，标志着中国大模型产业的突破。"", ""source_id"": ""doc-40d998d2ad3776bfa02b8cc39ceaa073-chunk-000<SEP>doc-68acb4bb9d5b8bf722b114092a63d02d-chunk-000"", ""file_path"": ""evidence:02513:80a6e2b94201e945.txt<SEP>evidence:02513:edc4e3bef28dd82e.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
artifact:智谱清言(ChatGLM),artifact,智谱清言(ChatGLM),智谱清言(ChatGLM),"{""description"": ""智谱清言是智谱推出的人工智能大语言模型软件，具备通过对话实现智能服务的功能，并于2023年8月31日通过中国生成式人工智能服务管理备案。"", ""source_id"": ""doc-d9bbf73932d18eeffb95e83597295fa0-chunk-000"", ""file_path"": ""evidence:02513:1fee14579342d00b.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
concept:长时程智能体协作,concept,长时程智能体协作,长时程智能体协作,"{""description"": ""长时程智能体协作是智谱AI在智能体领域的前沿研究方向，聚焦长时间任务中多个智能体的协同工作。<SEP>长时程智能体协作是智谱AI在智能体技术方向上的前沿研究课题，关注长时间跨度下多智能体的协同工作。"", ""source_id"": ""doc-40d998d2ad3776bfa02b8cc39ceaa073-chunk-000<SEP>doc-68acb4bb9d5b8bf722b114092a63d02d-chunk-000"", ""file_path"": ""evidence:02513:80a6e2b94201e945.txt<SEP>evidence:02513:edc4e3bef28dd82e.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
method:GLM架构,method,GLM架构,GLM架构,"{""description"": ""GLM(General Language Model)架构是智谱AI开发的双语预训练语言模型核心架构，支撑了从GLM-130B到GLM-5家族的演进。<SEP>GLM(General Language Model)是智谱AI构建庞大技术体系的核心架构，支撑了从GLM-130B到GLM-5家族等多代模型的演进。"", ""source_id"": ""doc-40d998d2ad3776bfa02b8cc39ceaa073-chunk-000<SEP>doc-68acb4bb9d5b8bf722b114092a63d02d-chunk-000"", ""file_path"": ""evidence:02513:80a6e2b94201e945.txt<SEP>evidence:02513:edc4e3bef28dd82e.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
concept:全球大模型第一股,concept,全球大模型第一股,全球大模型第一股,"{""description"": ""指在人工智能大模型领域全球领先的上市公司地位，智谱正冲刺成为这样的公司。"", ""source_id"": ""doc-3bc59d9dd7efdabb5e96d649b2cf7029-chunk-000"", ""file_path"": ""evidence:02513:5ba523278dfb38a4.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
organization:Z.ai,organization,Z.ai,Z.ai,"{""description"": ""Z.ai是提供GLM-5模型访问服务的平台。<SEP>Z.ai是智谱的官方网站，标语为“Inspiring AGI to Benefit Humanity”。"", ""source_id"": ""doc-93950896a6b0ceeaf6354962d9632b74-chunk-000<SEP>doc-9da4919957dc304f45e11a62041e9d1c-chunk-000"", ""file_path"": ""evidence:02513:4a23a57f0cd55f15.txt<SEP>evidence:02513:434e5b846052be06.txt""}",lightrag_graph,0.72,2026-06-06T16:52:07.787179
